laptop_title,asin,id,Laptop Type,price,brand,RAM,CPU,Hard Drive,Graphics Coprocessor,Operating System,Standing screen display size,Screen Resolution,color,Item Weight,Product Dimensions,ssd_size_gb,hdd_size_gb,Normalized Hard Drive,storage_type_bitmask,price_bucket,screen_size_bucket,RAM Bucket,Normalized OS,GPU Tier,Screen Resolution Bucket,bitmask,storage_config
"GIGABYTE AORUS 15P YD - 15.6"" FHD IPS ANTI-GLARE 240HZ, INTEL CORE I7, NVIDIA GEFORCE RTX 3080 LAPTOP GPU 8GB GDDR6, 32GB MEMORY, 1TB SSD, WIN10 HOME, GAMING LAPTOP (AORUS 15P YD-73US244SH)",b09969pw5w,1961,Gaming,1650,GIGABYTE,32GB,Intel Core I7,1TB SSD,Nvidia Geforce RTX 3080,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,4.8 pounds,9.6 x 14.0 x 1.06 inches,1024,,ssd only,1,1600-2000,15-17,24-32,Windows 10,High-End GPU,Medium Res,010011001101011010001001001010000,hdd+ssd
"ASUS TUF GAMING LAPTOP, 15.6"" FULL HD SCREEN, 10TH GEN INTEL CORE I5-10300H PROCESSOR, NVIDIA GEFORCE GTX 1650 TI, 16GB MEMORY, 1TB SSD, RGB BACKLIT KEYBOARD, WINDOWS 10, KKE BUNDLE, BLACK",b08mhtpbg4,1962,Gaming,800,ASUS,16GB,Intel Core I5,1TB SSD,Nvidia Geforce GTX 1650,Windows 10,15.6 inches,1920 x 1080 pixels,Black,5.0 pounds,14.0 x 10.0 x 1.0 inches,1024,,ssd only,1,800-1000,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010111000001010110011001001010001,hdd+ssd
"ASUS 2020 ROG ZEPHYRUS G14 14IN VR READY FHD GAMING LAPTOP,8 CORES AMD RYZEN 7 4800HS(UPTO 4.2 GHZBEAT I7-10750H),BACKLIGHT,HDMI,USB C,NVIDIA GEFORCE GTX 1650,GRAY,WIN 10 (12GB RAM|1TB PCIE SSD",b08dg3zjx6,1963,Gaming,1354,ASUS,12GB,AMD Ryzen 7,1TB SSD,Nvidia Geforce GTX 1650,Windows 10 Home,14.0 inches,1920 x 1080 pixels,Gray,3.53 pounds,14 x 9 x 0.7 inches,1024,,ssd only,1,1200-1600,13-15,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010010000001000110011001000010001,hdd+ssd
"HP ENVY - 17-CE1035CL HOME AND BUSINESS LAPTOP (INTEL I7-10510U 4-CORE, 64GB RAM, 1TB M.2 SATA SSD + 1TB HDD, NVIDIA MX250, 17.3"" TOUCH FULL HD (1920X1080), FINGERPRINT, WIFI, WIN 10 PRO) (RENEWED)",b08my6z4rt,1964,Everyday Use,1200,HP,64GB,Intel Core I7,1TB SSD,Nvidia Geforce MX250,Windows 10 Home,17.3 inches,1920 x 1080 pixels,Black,6.2 pounds,14 x 9 x 0.7 inches,1024,,ssd only,1,1200-1600,>17,>40,Windows 10,Unknown,Medium Res,000010010001011010101001011010011,hdd+ssd
"HP ZBOOK STUDIO G8 15.6"" MOBILE WORKSTATION, 1920 X 1080, I7-11850H OCTA-CORE 2.50 GHZ, 32 GB TOTAL RAM, 1 TB SSD, INTEL WM590 CHIP, NVIDIA T1200",b09x2k73ny,1965,Everyday Use,1999,HP,32GB,Intel Core i5,1TB SSD,No Graphics Card,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,6.15 pounds,14.0 x 9.0 x 0.7 inches,1024,,ssd only,1,1600-2000,15-17,24-32,Windows 10,No GPU,Medium Res,000011010001100010100001001010000,hdd+ssd
"MSI GS75 STEALTH-205 17.3"" 144HZ 3MS ULTRA THIN AND LIGHT GAMING LAPTOP, INTEL CORE I7-8750H, NVIDIA RTX 2060, 16GB DDR4, 512GB NVME SSD, WIN10",b07qmgrcf6,1966,Gaming,1200,MSI,16GB,Intel Core I7,512GB SSD,Nvidia Geforce RTX 2060,Windows 10 Home,17.3 inches,1920 x 1080 pixels,Black,5.0 pounds,15.59 x 10.22 x 0.75 inches,512,,ssd only,1,1200-1600,>17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010010011000011010011001011010001,hdd+ssd
"LENOVO 2020 LEGION Y540 17.3"" FHD GAMING LAPTOP COMPUTER, INTEL CORE I7-9750H CPU, NVIDIA GTX 1660TI 6GB GRAPHICS, 32GB RAM, 1TB HDD + 1TB PCIE SSD, BACKLIT KEYBOARD, WIN 10, BLACK, 32GB USB CARD",b0861c4tsm,1967,Gaming,1200,Lenovo,32GB,Intel Core I7,1TB SSD,Nvidia Geforce GTX 1660,Windows 10 Home,17.3 inches,1920 x 1080 pixels,Black,6.17 pounds,15.74 x 11.72 x 0.98 inches,1024,,ssd only,1,1200-1600,>17,24-32,Windows 10,Mid-Range GPU,Medium Res,010010010110011010011001011010000,hdd+ssd
"ASUS 2021 ROG STRIX G17 17.3"" FHD 144HZ GAMING LAPTOP COMPUTER, AMD RYZEN 7-4800H 8-CORE, 16GB RAM, 512GB PCIE SSD, BACKLIT KEYBOARD, NVIDIA GEFORCE RTX 3060, DOLBY AUDIO, WIN 10, GRAY, 32GB USB CARD",b09ltf6szn,1968,Gaming,1549,ASUS,32GB,AMD Ryzen 7,512GB SSD,Nvidia Geforce RTX 3060,Windows 10 Home,17.3 inches,1920 x 1080 pixels,Eclipse Gray,5.95 pounds,15.55 x 11.1 x 1.11 inches,512,,ssd only,1,1200-1600,>17,24-32,Windows 10,High-End GPU,Medium Res,010010000001000110001001011010000,hdd+ssd
CUK MSI GT80S TITAN 18.4-INCH I7-6820HK 32GB 2 X 128GB SSD + 2TB HDD NVIDIA GTX 980M SLI 16GB FULL HD WINDOWS 10 GAMING LAPTOP COMPUTER,b00yhu6az8,1969,Gaming,1200,MSI,32GB,Intel Core i5,128GB SSD + 2TB SSD,No Graphics Card,Windows 8,18.4 inches,1920 x 1080 pixels,Black,9.9 pounds,17.95 x 13.02 x 1.93 inches,2176,,ssd only,1,1200-1600,>17,24-32,Windows 8,No GPU,Medium Res,010010011000100010100100011010000,hdd+ssd
"LENOVO IDEAPAD Y700 80NV005NUS 15.6-INCH UHD DISPLAY LAPTOP (I7-6700HQ PROCESSOR, 16GB MEMORY, 128GB SSD, 4GB NVIDIA GEFORCE GTX 960M, WINDOWS 10)",b018yaabaq,1970,Gaming,1200,Lenovo,16GB,Intel Core i5,128GB SSD,Nvidia Geforce GTX 960,Windows 10,15.6 inches,1920 x 1080 pixels,Black,5.7 pounds,15.23 x 10.9 x 1.02 inches,128,,ssd only,1,1200-1600,15-17,16-Aug,Windows 10,Unknown,Medium Res,010010010110100010101001001010001,hdd+ssd
"2020 DELL VOSTRO 15 7500: 10TH GEN CORE I7-10750H, 1TB NVME SSD, NVIDIA GTX 1650 TI, 8GB RAM, 15.6 FULL HD DISPLAY, WINDOWS 10 PRO (RENEWED)",b08ky79l9y,1971,Gaming,1200,Dell,8GB,Intel Core I7,1TB SSD,Nvidia Geforce GTX 1650,Windows 10 Pro,15.6 inches,1920 x 1080 pixels,Gray,4.18 pounds,14.0 x 9.0 x 0.7 inches,1024,,ssd only,1,1200-1600,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010010001001011010011001001010001,hdd+ssd
"ACER - NITRO 5 15.6"" LAPTOP - AMD RYZEN 5 - 8GB MEMORY - NVIDIA GEFORCE GTX 1650 - 256GB SSD - OBSIDIAN BLACK (RENEWED)",b08lq5qnz8,1972,Gaming,600,Acer,8GB,AMD Ryzen 5,256GB SSD,Nvidia Geforce GTX 1650,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Obsidian Black,5.29 pounds,14.3 x 10.0 x 0.9 inches,256,,ssd only,1,<800,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,011000000010000010011001001010001,hdd+ssd
"DELL PRECISION M7730 LAPTOP, 17.3"" FHD (1920X1080) NON-TOUCH, INTEL CORE 8TH GEN I7-8850H, 32GB (2X16GB) RAM, 1 TB SSD, NVIDIA QUADRO P3200, WINDOWS 10 PRO (RENEWED)",b086bjh2qw,1973,Everyday Use,995,Dell,32GB,Intel Core i5,1TB SSD,Nvidia Quadro P3200,Windows 10 Pro,17.3 inches,1920 x 1080 pixels,Black,6.99 pounds,14 x 9 x 0.7 inches,1024,,ssd only,1,800-1000,>17,24-32,Windows 10,Unknown,Medium Res,000111001001100010101001011010000,hdd+ssd
"LENOVO IDEAPAD Y700 LAPTOP (INTEL CORE I7-6700HQ - 8GB MEMORY - 1TB HDD+128GB SSD, NVIDIA GEFORCE GTX 960M 2GB )- BLACK",b016yfriuy,1974,Gaming,845,Lenovo,8GB,Intel Core I7,128GB SSD + 1TB SSD,Nvidia Geforce GTX 960,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,5.73 pounds,14.0 x 9.0 x 0.7 inches,1152,,ssd only,1,800-1000,15-17,16-Aug,Windows 10,Unknown,Medium Res,010111010110011010101001001010001,hdd+ssd
"LENOVO LEGION 5 GAMING LAPTOP, 15.6"" FULL HD 120HZ SCREEN, AMD RYZEN 7 4800H PROCESSOR, NVIDIA GEFORCE GTX 1650 GRAPHICS, BACKLIT KEYBOARD, WINDOWS 10 HOME+ CUE ACCESSORIES (32GB RAM, 1TB SSD)",b089q5qfd2,1975,Gaming,600,Lenovo,32GB,AMD Ryzen 7,1TB SSD,Nvidia Geforce GTX 1650,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,4.11 pounds,14.3 x 10.2 x 1.0 inches,1024,,ssd only,1,<800,15-17,24-32,Windows 10,Mid-Range GPU,Medium Res,011000010110000110011001001010000,hdd+ssd
"LENOVO THINKPAD P15 GEN 2 INTEL CORE I9-11950H, 15.6"" UHD (3840X2160) IPS 600NITS, 64GB RAM, 1TB SSD, NVIDIA RTX A4000 8GB, BACKLIT KYB, FINGERPRINT READER, WIN10PRO",b09nmrz4bm,1976,Gaming,1200,Lenovo,64GB,Intel Core I9,1TB SSD,No Graphics Card,Windows 10 Home,15.6 inches,3840 x 2160 pixels,Black,6.32 pounds,14.0 x 9.0 x 0.7 inches,1024,,ssd only,1,1200-1600,15-17,>40,Windows 10,No GPU,High Res,010010010110011110100001001000011,hdd+ssd
"MSI GAMING LAPTOP, 17.3"" FHD SCREEN, INTEL CORE I7-7700HQ, 2.8-3.8 GHZ, NVIDIA GEFORCE GTX1050 GRAPHIC CARD, 16G DDR5 MEMORY, 128GB NVME SSD + 1 TB HDD, GL72MX1227",b07b9yklx4,1977,Gaming,600,MSI,8GB,Intel Core I7,128GB SSD + 256GB SSD,Nvidia Geforce GTX 1050,Windows 10 Home,17.3 inches,1920 x 1080 pixels,Black,5.95 pounds,14 x 9 x 0.7 inches,384,,ssd only,1,<800,>17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,011000011000011010011001011010001,hdd+ssd
"MSI GE75 RAIDER-049 17.3"" ULTRA THIN BEZEL GAMING LAPTOP NVIDIA RTX 2070 8G, 144HZ 3MS, INTEL I7-8750H (6 CORES), 16GB, 256GB NVME SSD+1TB, PER KEY RGB, WIN 10, ALUMINUM BLACK",b07mnwvdh3,1978,Gaming,1200,MSI,16GB,Intel Core I7,256GB SSD + 1TB SSD,Nvidia Geforce RTX 2070,Windows 10 Home,17.3 inches,1920 x 1080 pixels,Aluminum Black,5.75 pounds,15.63 x 10.57 x 1.08 inches,1280,,ssd only,1,1200-1600,>17,16-Aug,Windows 10,High-End GPU,Medium Res,010010011000011010001001011010001,hdd+ssd
"HP GAMING 15-EC0013DX - 15.6"" FHD - AMD RYZEN 5 3550H - NVIDIA GTX 1050-8GB - 256GB SSD (RENEWED)",b081y3gfhz,1979,Gaming,600,HP,8GB,AMD Ryzen 5,256GB SSD,Nvidia Geforce GTX 1050,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,4.96 pounds,14.2 x 10.1 x 0.9 inches,256,,ssd only,1,<800,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,011000010001000010011001001010001,hdd+ssd
"CYBERPOWERPC TRACER III T15500 15.6"" GAMING NOTEBOOK (INTEL I7-8750H 2.2GHZ, 16GB DDR4, NVIDIA GEFORCE GTX 1050 TI 4GB, 500GB M.2 SSD, RGB MECHANICAL KEYBOARD & WIN10 HOME) BLACK",b07c7t6ltm,1980,Gaming,600,Acer,16GB,Intel Core I7,256GB SSD,Nvidia Geforce GTX 1050,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,5.29 pounds,10.24 x 14.74 x 1.16 inches,256,,ssd only,1,<800,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,011000000010011010011001001010001,hdd+ssd
"DELL XPS 17"" 9700 FHD+ LAPTOP PC INTEL CORE I7-10750H PROCESSOR, 16GB RAM, 512GB NVME SSD, TYPE C, NVIDIA GEFORCE RTX 1650, WINDOWS 10 PRO (RENEWED)",b0bbq628zc,1981,Gaming,950,Dell,16GB,Intel Core I7,512GB SSD,Nvidia Geforce RTX 1650,Windows 10 Pro,17.0 inches,1920 x 1200 pixels,Silver,4.6 pounds,14.0 x 9.0 x 0.7 inches,512,,ssd only,1,800-1000,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010111001001011010011001001010001,hdd+ssd
"2019 MSI GF75 LAPTOP 17.3"" 120HZ FHD GAMING COMPUTER| 9TH GEN INTEL HEXA-CORE I7-9750H UP TO 4.5GHZ| 32GB DDR4 RAM| 2TB PCIE SSD| NVIDIA GEFORCE GTX 1050 TI 4GB| BACKLIT KEYBOARD| WIN 10 HOME",b081rm1821,1982,Gaming,1200,MSI,32GB,Intel Core I7,2TB SSD,Nvidia Geforce GTX 1050,Windows 10 Home,17.3 inches,1920 x 1080 pixels,Black,4.85 pounds,14 x 9 x 0.7 inches,2048,,ssd only,1,1200-1600,>17,24-32,Windows 10,Mid-Range GPU,Medium Res,010010011000011010011001011010000,hdd+ssd
"DELL ALIENWARE 18 18.4"" LAPTOP ALW18-34490SLV (INTEL CORE I7-4940MX 3.2GHZ, 32GB RAM, 2X512GB SSD'S, DUAL NVIDIA GTX 880M, WINDOWS 10 PRO (RENEWED)",b07m7pvk3c,1983,Gaming,600,Dell,32GB,Intel Core I7,512GB SSD,No Graphics Card,Windows 10 Pro,18.4 inches,1920 x 1080 pixels,Black,3.31 pounds,14.0 x 9.0 x 0.7 inches,512,,ssd only,1,<800,>17,24-32,Windows 10,No GPU,Medium Res,011000001001011010100001011010000,hdd+ssd
"HP VICTUS 16 GAMING LAPTOP MICA SILVER INTEL CORE I7-11800H, 16.1??? FHD, 16 GB RAM, 1 TB SSD, 6GB NVIDIA GEFORCE RTX 3060, WINDOWS 11 HOME ADV, WIFI 6, 4 CELL, BANG & OLUFSEN AUDIO, 64 GB TW PEN DRIVE",b09pd34nhf,1984,Gaming,1200,HP,64GB,Intel Core I7,1TB SSD,Nvidia Geforce RTX 3060,Windows 11 Home,16.1 inches,1920 x 1080 pixels,Gray,5.44 pounds,14.0 x 9.0 x 0.7 inches,1024,,ssd only,1,1200-1600,15-17,>40,Windows 11,High-End GPU,Medium Res,010010010001011010001010001010011,hdd+ssd
"ASUS TUF GAMING LAPTOP, 15.6"" FULL HD SCREEN, 10TH GEN INTEL CORE I5-10300H PROCESSOR, NVIDIA GEFORCE GTX 1650 TI, 32GB MEMORY, 512GB SSD + 1TB HDD, RGB BACKLIT KEYBOARD, WINDOWS 10, KKE BUNDLE, BLACK",b08mhdzyny,1985,Gaming,800,ASUS,32GB,Intel Core I5,512GB SSD + 1TB SSD,Nvidia Geforce GTX 1650,Windows 10,15.6 inches,1920 x 1080 pixels,Black,5.0 pounds,14.0 x 10.0 x 1.0 inches,1536,,ssd only,1,800-1000,15-17,24-32,Windows 10,Mid-Range GPU,Medium Res,010111000001010110011001001010000,hdd+ssd
CUK MSI GE62 APACHE PRO 15.6-INCH I7-5700HQ 16GB 128GB SSD + 2TB HDD NVIDIA GTX 970M 3GB FULL HD WINDOWS 8.1 GAMING LAPT,b00yfeqs8a,1986,Gaming,1200,MSI,16GB,Intel Core i5,128GB SSD + 2TB SSD,No Graphics Card,Windows 8,15.6 inches,1920 x 1080 pixels,Black,5.29 pounds,15.07 x 10.23 x 1.06 inches,2176,,ssd only,1,1200-1600,15-17,16-Aug,Windows 8,No GPU,Medium Res,010010011000100010100100001010001,hdd+ssd
"LENOVO LEGION 5 GAMING LAPTOP, 17.3"" FULL HD DISPLAY, AMD RYZEN 5 5600H PROCESSOR, NVIDIA GEFORCE GTX 1650, 19GB RAM, 51GB SSD, WEBCAM, WI-FI 6, WINDOWS 11 HOME, BLACK",b0914y6bjq,1987,Gaming,600,Lenovo,32GB,AMD Ryzen 5,512GB SSD,Nvidia Geforce GTX 1650,Windows 11 Home,17.3 inches,1920 x 1080 pixels,Black,5.07 pounds,14.3 x 10.22 x 0.94 inches,512,,ssd only,1,<800,>17,24-32,Windows 11,Mid-Range GPU,Medium Res,011000010110000010011010011010000,hdd+ssd
"LENOVO IDEAPAD 3 15 GAMING LAPTOP, 15.6"" 120HZ FHD DISPLAY, NVIDIA GEFORCE RTX 3050 TI 4GB GDDR6, 6-CORE AMD RYZEN 5 5600H (BEATS I7-10750H), BACKLIT KB, WIRELESS-AX, WINDOWS 11 HOME(16GB|1024GB SSD)",b0bm4d657g,1988,Gaming,1200,Lenovo,24GB,AMD Ryzen 5,256GB SSD + 1TB SSD,Nvidia Geforce RTX 3050,Windows 11 Home,15.6 inches,1920 x 1080 pixels,Shadow Black,4.85 pounds,14 x 9 x 0.7 inches,1280,,ssd only,1,1200-1600,15-17,24-32,Windows 11,Mid-Range GPU,Medium Res,010010010110000010011010001010000,hdd+ssd
DELL PRECISION 3541 LAPTOP 15.6 - INTEL CORE I7 9TH GEN - I7-9850H - SIX CORE 4.6GHZ - 512GB SSD - 32GB RAM - NVIDIA QUADRO P620 2GB - 1920X1080 FHD - WINDOWS 10 PRO (RENEWED),b095mcqhkz,1989,Everyday Use,499,Dell,32GB,Intel Core I7,512GB SSD,No Graphics Card,Windows 10 Pro,15.6 inches,1920 x 1080 pixels,Black,7.28 pounds,14.0 x 9.0 x 0.7 inches,512,,ssd only,1,<800,15-17,24-32,Windows 10,No GPU,Medium Res,001000001001011010100001001010000,hdd+ssd
"LENOVO LEGION Y540 15.6"" FULL HD 60HZ GAMING NOTEBOOK COMPUTER, INTEL CORE I7-9750H 2.6GHZ, 16GB RAM, 256GB SSD, NVIDIA GEFORCE GTX 1660 TI 6GB, WINDOWS 10 HOME, RAVEN BLACK",b07qdkml8d,1990,Gaming,1089,Lenovo,16GB,Intel Core I7,256GB SSD,Nvidia Geforce GTX 1660,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,3.31 pounds,14.0 x 9.0 x 0.7 inches,256,,ssd only,1,1000-1200,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010001010110011010011001001010001,hdd+ssd
"LENOVO THINKPAD P51S WORKSTATION INTEL CORE I7 7TH GEN 7500U (2.70 GHZ) 8 GB MEMORY 500 GB HDD NVIDIA QUADRO M520M 15.6"" WINDOWS 10",b06zysc1r9,1991,Everyday Use,878,Lenovo,8GB,Intel Core I7,1TB HDD,Intel HD Graphics 620,Windows 7 Professional,15.6 inches,1920 x 1080 pixels,Black,4.38 pounds,14 x 9 x 0.7 inches,,1024,hdd only,2,800-1000,15-17,16-Aug,Windows 7,Integrated GPU,Medium Res,000111010110011001010011001010001,ssd+hdd
"2019 NEWEST HP PROBOOK 470 G5 17.3 HD+ FLAGSHIP PREMIUM BUSINESS LAPTOP, INTEL 4-CORE I5-8250U, 16GB RAM, 512GB SSD, NVIDIA GEFORCE 930MX, BLUETOOTH, WEBCAM, WIN 10 PRO W/ GM ACCESSORIES",b07vw6z6kz,1992,Everyday Use,800,HP,16GB,Intel Core I5,512GB SSD,Nvidia Geforce 930,Windows 10 Home,17.3 inches,1600 x 900 pixels,Silver,5.5 pounds,16.3 x 10.9 x 0.9 inches,512,,ssd only,1,800-1000,>17,16-Aug,Windows 10,Entry-Level GPU,Medium Res,000111010001010110000001011010001,hdd+ssd
"ASUS ROG ZEPHYRUS M16 16"" WQXGA 165HZ GAMING NOTEBOOK COMPUTER, INTEL CORE I9-11900H 2.5GHZ, 16GB RAM, 1TB SSD, NVIDIA GEFORCE RTX 3060 6GB, WINDOWS 10 HOME, FREE UPGRADE TO WINDOWS 11, OFF BLACK",b09czh8kyf,1993,Gaming,600,ASUS,16GB,Intel Core I9,1TB SSD,No Graphics Card,Windows 10 Home,16.0 inches,2560 x 1600 pixels,Black,9.0 pounds,14 x 9 x 0.7 inches,1024,,ssd only,1,<800,15-17,16-Aug,Windows 10,No GPU,High Res,011000000001011110100001001000001,hdd+ssd
"ACER ASPIRE V 17 NITRO BLACK EDITION, INTEL I7, NVIDIA GEFORCE GTX 1060, 17.3??? FULL HD, 16GB DDR4, 512GB SSD, VN7-793G-758J",b01mtf911g,1994,Gaming,1200,Acer,16GB,Intel Core I7,512GB SSD + 1TB SSD,Nvidia Geforce GTX 1060,Windows 10 Home,17.3 inches,1920 x 1080 pixels,Black,5.49 pounds,16.65 x 11.65 x 1.09 inches,1536,,ssd only,1,1200-1600,>17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010010000010011010011001011010001,hdd+ssd
"LENOVO THINKPAD P71 WORKSTATION LAPTOP - WINDOWS 10 PRO - INTEL I7-7700HQ, 32GB RAM, 256GB SSD, 17.3"" FHD IPS 1920X1080 DISPLAY, NVIDIA QUADRO M620 2GB",b076vnkkmv,1995,Everyday Use,1200,Lenovo,32GB,Intel Core I7,256GB SSD,Nvidia Quadro M620,Windows 10 Pro,17.3 inches,1920 x 1080 pixels,Black,7.3 pounds,16.38 x 10.85 x 1.3 inches,256,,ssd only,1,1200-1600,>17,24-32,Windows 10,Unknown,Medium Res,000010010110011010101001011010000,hdd+ssd
"2015 ACER ASPIRE E15 E5-573G-56RG 15.6"" FULL HD LAPTOP (1920 X 1080), INTEL CORE I5 5200U (2.20GHZ), 8GB MEMORY, 1TB HDD HARD DRIVER, NVIDIA GEFORCE 940M 4GB, BLUETOOTH 4.0, WINDOWS 10",b015aq9mq6,1996,Everyday Use,800,Acer,8GB,Intel Core I5,1TB HDD,Nvidia Geforce 940,Windows 10,15.6 inches,1920 x 1080 pixels,Black,5.29 pounds,15.0 x 10.0 x 1.0 inches,,1024,hdd only,2,800-1000,15-17,16-Aug,Windows 10,Entry-Level GPU,Medium Res,000111000010010101000001001010001,ssd+hdd
"ASUS TUF A17 GAMING AND ENTERTAINMENT LAPTOP (AMD RYZEN 7 4800H 8-CORE, 32GB RAM, 1TB PCIE SSD, NVIDIA GTX 1660 TI, 17.3"" FULL HD (1920X1080), WIFI, BLUETOOTH, WEBCAM, 1XHDMI, WIN 10 PRO) WITH USB HUB",b089xvpygn,1997,Gaming,1699,ASUS,32GB,AMD Ryzen 7,1TB SSD,Nvidia Geforce GTX 1660,Windows 10 Home,17.3 inches,1920 x 1080 pixels,Black,5.7 pounds,16.0 x 11.0 x 1.0 inches,1024,,ssd only,1,1600-2000,>17,24-32,Windows 10,Mid-Range GPU,Medium Res,010011000001000110011001011010000,hdd+ssd
"HP 4771251 OMEN 17-W151NR GAMING LAPTOP, INTEL:I7-6700HQ/CI7, 2.6 GHZ, 512 GB, NVIDIA-GEFORCEGTX1070/8GB, WINDOWS 10 HOME 64 BIT, BLACK, 17"" (CERTIFIED REFURBISHED)",b073wxxn57,1998,Gaming,1200,HP,8GB,Intel Core i5,512GB SSD,Nvidia Geforce GTX 1070,Windows 10 Home,17.0 inches,1920 x 1080 pixels,Black,4.5 pounds,14.0 x 9.0 x 0.7 inches,512,,ssd only,1,1200-1600,15-17,16-Aug,Windows 10,High-End GPU,Medium Res,010010010001100010001001001010001,hdd+ssd
"LENOVO THINKPAD P16 INTEL CORE I7-12800HX, 16C, 16.0"" WQUXGA (3840X2400) IPS 600NITS ANTI-GLARE, NVIDIA RTX A1000 4GB GDDR6, 32GB DDR5 RAM, 1TB NVME SSD, BACKLIT KYB, FINGERPRINT READER, WINDOWS PRO",b0b9cjcv31,1999,Gaming,1764,Lenovo,32GB,Intel Core I7,1TB SSD,No Graphics Card,Windows 10 Home,16.0 inches,1920 x 1080 pixels,Gray,6.5 pounds,14.3 x 10.5 x 1.2 inches,1024,,ssd only,1,1600-2000,15-17,24-32,Windows 10,No GPU,Medium Res,010011010110011010100001001010000,hdd+ssd
"ACER NITRO 5 15.6'' FHD IPS DISPLAY GAMING LAPTOP | AMD RYZEN 7 5800H OCTA-CORE NVIDIA GEFORCE RTX 3060 32GB RAM 1TB SSD RGB BACKLIT KEYBOARD WINDOWS 10 WITH HDMI CABLE BUNDLE, BLACK, 15-15.99 INCHES",b09tqtkcsq,2000,Gaming,1409,Acer,32GB,AMD Ryzen 7,256GB SSD + 1TB SSD,No Graphics Card,Windows 10,15.6 inches,1920 x 1080 pixels,Black,3.31 pounds,14.3 x 10.0 x 0.96 inches,1280,,ssd only,1,1200-1600,15-17,24-32,Windows 10,No GPU,Medium Res,010010000010000110100001001010000,hdd+ssd
"LENOVO THINKPAD P50 MOBILE WORKSTATION LAPTOP - WINDOWS 7 PRO - INTEL I7-6700HQ, 16GB RAM, 256GB SSD, 15.6"" FHD IPS (1920X1080) DISPLAY, NVIDIA QUADRO M1000M, FINGERPRINT READER, AC WI-FI",b01gsbq4ae,2001,Everyday Use,2050,Lenovo,16GB,Intel Core I7,256GB SSD,Nvidia Quadro M1000,Windows 7 Professional,15.6 inches,1920 x 1080 pixels,Black,5.8 pounds,14.86 x 9.93 x 0.96 inches,256,,ssd only,1,2000-2500,15-17,16-Aug,Windows 7,Unknown,Medium Res,000100010110011010101011001010001,hdd+ssd
"MSI KATANA GF66 12U GAMING LAPTOP 2022 NEWEST, 15.6 INCH FHD 144HZ DISPLAY, INTEL CORE I5-12500H PROCESSOR, NVIDIA GEFORCE RTX 3050, 64GB RAM, 2TB SSD, WI-FI 6, WINDOW11 HOME, BUNDLE WITH CEFESFY",b092lt2w8s,2002,Gaming,1200,MSI,64GB,Intel Core I5,2TB SSD,Nvidia Geforce RTX 3050,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,4.96 pounds,14 x 9 x 0.7 inches,2048,,ssd only,1,1200-1600,15-17,>40,Windows 10,Mid-Range GPU,Medium Res,010010011000010110011001001010011,hdd+ssd
"LENOVO LEGION Y545 15.6"" GAMING LAPTOP, I7-9750H, 16GB RAM, 1TB HDD + 512GB SSD, NVIDIA GEFORCE GTX 1660TI (RENEWED)",b083st2rgk,2003,Gaming,1200,Lenovo,16GB,Intel Core i5,512GB SSD + 1TB SSD,Nvidia Geforce GTX 1660,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,10.23 pounds,14.0 x 9.0 x 0.7 inches,1536,,ssd only,1,1200-1600,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010010010110100010011001001010001,hdd+ssd
"ASUS ROG ZEPHYRUS 15.6"" QHD 165HZ IPS GAMING LAPTOP,AMD RYZEN 9 5900HS, NVIDIA GEFORCE RTX 3070, WI-FI 6, RGB KEYBOARD, BLUETOOTH, ECLIPSE GREY + 32GB SD CARD (40GB RAM | 2TB PCIE SSD)",b0973tgq5z,2004,Gaming,2076,ASUS,40GB,AMD Ryzen 9,1TB SSD + 2TB SSD,Nvidia Geforce RTX 3070,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Eclipse Grey,4.21 pounds,13.98 x 9.57 x 0.78 inches,3072,,ssd only,1,2000-2500,15-17,Other,Windows 10,High-End GPU,Medium Res,010100000001001010001001001010100,hdd+ssd
